Row ID,Date,Category,YearMonth,Sales
6603,02/2015,Office Supplies,2015-02,29
7037,02/2015,Technology,2015-02,7.16
7277,02/2015,Technology,2015-02,176.8
7289,02/2015,Technology,2015-02,37.224
7438,02/2015,Office Supplies,2015-02,20.016
7507,02/2015,Technology,2015-02,899.136
7508,02/2015,Office Supplies,2015-02,71.76
7577,02/2015,Technology,2015-02,51.84
7578,02/2015,Technology,2015-02,626.352
7611,02/2015,Office Supplies,2015-02,19.9
8223,02/2015,Office Supplies,2015-02,14.28
8504,02/2015,Office Supplies,2015-02,7.408
8827,02/2015,Office Supplies,2015-02,6.048
8828,02/2015,Office Supplies,2015-02,46.26
8920,02/2015,Furniture,2015-02,2.946
9002,02/2015,Technology,2015-02,16.056
9003,02/2015,Office Supplies,2015-02,21.744
9034,02/2015,Office Supplies,2015-02,218.75
9138,02/2015,Office Supplies,2015-02,2.6
9139,02/2015,Technology,2015-02,66.284
9140,02/2015,Technology,2015-02,35.168
9464,02/2015,Office Supplies,2015-02,444.768
9516,02/2015,Office Supplies,2015-02,83.92
9762,02/2015,Technology,2015-02,131.98
9763,02/2015,Office Supplies,2015-02,15.92
9764,02/2015,Office Supplies,2015-02,52.29
196,03/2015,Office Supplies,2015-03,91.99
197,03/2015,Office Supplies,2015-03,20.8
202,03/2015,Furniture,2015-03,23.68
203,03/2015,Office Supplies,2015-03,452.45
556,03/2015,Office Supplies,2015-03,62.982
603,03/2015,Office Supplies,2015-03,1188
604,03/2015,Furniture,2015-03,89.584
605,03/2015,Office Supplies,2015-03,93.06
606,03/2015,Office Supplies,2015-03,302.376
607,03/2015,Office Supplies,2015-03,5.584
856,03/2015,Office Supplies,2015-03,22.704
857,03/2015,Office Supplies,2015-03,19.776
858,03/2015,Office Supplies,2015-03,72.704
1163,03/2015,Technology,2015-03,479.988
1164,03/2015,Office Supplies,2015-03,27.168
1165,03/2015,Office Supplies,2015-03,2.2
1346,03/2015,Office Supplies,2015-03,622.45
1347,03/2015,Office Supplies,2015-03,21.98
1348,03/2015,Office Supplies,2015-03,161.568
1349,03/2015,Office Supplies,2015-03,389.696
1350,03/2015,Office Supplies,2015-03,18.648
1351,03/2015,Furniture,2015-03,233.86
1518,03/2015,Office Supplies,2015-03,620.6145
1519,03/2015,Office Supplies,2015-03,5.328
1553,03/2015,Office Supplies,2015-03,258.072
1700,03/2015,Furniture,2015-03,617.976
1768,03/2015,Office Supplies,2015-03,10.56
1769,03/2015,Office Supplies,2015-03,25.92
1891,03/2015,Office Supplies,2015-03,419.68
1892,03/2015,Office Supplies,2015-03,11.688
1983,03/2015,Technology,2015-03,31.984
2230,03/2015,Office Supplies,2015-03,177.225
2231,03/2015,Office Supplies,2015-03,4.044
2275,03/2015,Furniture,2015-03,7.408
2276,03/2015,Furniture,2015-03,2001.86
2358,03/2015,Furniture,2015-03,166.72
2359,03/2015,Furniture,2015-03,47.88
2360,03/2015,Furniture,2015-03,1503.25
2361,03/2015,Office Supplies,2015-03,25.92
2362,03/2015,Office Supplies,2015-03,321.568
2433,03/2015,Furniture,2015-03,7.61
2623,03/2015,Office Supplies,2015-03,3347.37
2697,03/2015,Technology,2015-03,80.58
2698,03/2015,Technology,2015-03,361.92
2699,03/2015,Office Supplies,2015-03,12.132
2700,03/2015,Office Supplies,2015-03,82.368
2701,03/2015,Furniture,2015-03,53.92
2702,03/2015,Office Supplies,2015-03,647.904
2703,03/2015,Furniture,2015-03,20.37
2841,03/2015,Furniture,2015-03,221.55
2871,03/2015,Office Supplies,2015-03,17.52
2872,03/2015,Furniture,2015-03,1.624
2897,03/2015,Office Supplies,2015-03,3059.982
3156,03/2015,Office Supplies,2015-03,2519.958
3453,03/2015,Technology,2015-03,328.224
3555,03/2015,Office Supplies,2015-03,79.9
3556,03/2015,Technology,2015-03,14.016
3862,03/2015,Office Supplies,2015-03,7.56
3863,03/2015,Office Supplies,2015-03,37.208
3991,03/2015,Office Supplies,2015-03,57.576
4245,03/2015,Technology,2015-03,725.84
4341,03/2015,Office Supplies,2015-03,209.93
4480,03/2015,Office Supplies,2015-03,5.28
4677,03/2015,Office Supplies,2015-03,10.92
4678,03/2015,Office Supplies,2015-03,8.82
4679,03/2015,Technology,2015-03,5.98
4680,03/2015,Office Supplies,2015-03,11.648
4681,03/2015,Office Supplies,2015-03,18.176
4712,03/2015,Office Supplies,2015-03,59.712
4759,03/2015,Technology,2015-03,24.84
4760,03/2015,Office Supplies,2015-03,2.08
4761,03/2015,Office Supplies,2015-03,1114.4
4877,03/2015,Office Supplies,2015-03,1038.84
4878,03/2015,Office Supplies,2015-03,141.76
4986,03/2015,Office Supplies,2015-03,239.8
5049,03/2015,Office Supplies,2015-03,31.104
5050,03/2015,Technology,2015-03,254.058
5101,03/2015,Office Supplies,2015-03,194.528
5102,03/2015,Office Supplies,2015-03,961.48
5103,03/2015,Office Supplies,2015-03,19.096
5284,03/2015,Office Supplies,2015-03,18.496
5285,03/2015,Office Supplies,2015-03,255.984
5461,03/2015,Office Supplies,2015-03,86.97
5480,03/2015,Office Supplies,2015-03,300.416
5600,03/2015,Office Supplies,2015-03,230.352
5601,03/2015,Office Supplies,2015-03,218.352
5602,03/2015,Technology,2015-03,78.6
5706,03/2015,Office Supplies,2015-03,27.552
5954,03/2015,Office Supplies,2015-03,32.4
6139,03/2015,Furniture,2015-03,1082.48
6152,03/2015,Furniture,2015-03,56.91
6161,03/2015,Technology,2015-03,77.6
6162,03/2015,Office Supplies,2015-03,14.28
6163,03/2015,Office Supplies,2015-03,219.075
6164,03/2015,Office Supplies,2015-03,26.8
6165,03/2015,Furniture,2015-03,9.84
6166,03/2015,Furniture,2015-03,45.48
6167,03/2015,Technology,2015-03,289.2
6266,03/2015,Office Supplies,2015-03,4.89
6267,03/2015,Office Supplies,2015-03,15.136
6323,03/2015,Office Supplies,2015-03,466.768
6430,03/2015,Office Supplies,2015-03,15.232
6431,03/2015,Furniture,2015-03,6.264
6432,03/2015,Office Supplies,2015-03,87.54
6433,03/2015,Furniture,2015-03,178.384
6591,03/2015,Office Supplies,2015-03,15.552
7247,03/2015,Office Supplies,2015-03,99.136
7248,03/2015,Furniture,2015-03,135.882
7249,03/2015,Office Supplies,2015-03,3991.98
7306,03/2015,Furniture,2015-03,275.94
7328,03/2015,Furniture,2015-03,360
7329,03/2015,Technology,2015-03,43.57
7330,03/2015,Office Supplies,2015-03,7.16
7349,03/2015,Office Supplies,2015-03,251.52
7428,03/2015,Office Supplies,2015-03,99.99
7429,03/2015,Office Supplies,2015-03,15.992
7430,03/2015,Office Supplies,2015-03,290.898
7431,03/2015,Office Supplies,2015-03,54.224
7432,03/2015,Office Supplies,2015-03,786.744
7584,03/2015,Technology,2015-03,100.24
7585,03/2015,Office Supplies,2015-03,37.764
7586,03/2015,Office Supplies,2015-03,82.8
7587,03/2015,Office Supplies,2015-03,20.724
7588,03/2015,Office Supplies,2015-03,4.896
7630,03/2015,Office Supplies,2015-03,4.752
7631,03/2015,Technology,2015-03,959.984
7632,03/2015,Furniture,2015-03,14.368
7802,03/2015,Furniture,2015-03,7.712
7840,03/2015,Office Supplies,2015-03,698.352
7841,03/2015,Furniture,2015-03,4.96
7981,03/2015,Office Supplies,2015-03,17.856
8011,03/2015,Office Supplies,2015-03,509.97
8218,03/2015,Office Supplies,2015-03,30.992
8219,03/2015,Furniture,2015-03,71.928
8220,03/2015,Office Supplies,2015-03,88.8
8221,03/2015,Office Supplies,2015-03,47.976
8222,03/2015,Office Supplies,2015-03,7.56
8344,03/2015,Office Supplies,2015-03,24.56
8345,03/2015,Furniture,2015-03,12.96
8346,03/2015,Furniture,2015-03,6.79
8398,03/2015,Office Supplies,2015-03,24.56
8431,03/2015,Office Supplies,2015-03,3.048
8464,03/2015,Technology,2015-03,49.12
8712,03/2015,Furniture,2015-03,4355.168
8979,03/2015,Office Supplies,2015-03,388.704
9052,03/2015,Office Supplies,2015-03,8.26
9053,03/2015,Office Supplies,2015-03,17.04
9054,03/2015,Technology,2015-03,34.4
9078,03/2015,Technology,2015-03,36.24
9229,03/2015,Office Supplies,2015-03,647.84
9307,03/2015,Office Supplies,2015-03,20.7
9308,03/2015,Office Supplies,2015-03,20.7
9309,03/2015,Technology,2015-03,488.646
9310,03/2015,Office Supplies,2015-03,5.56
9406,03/2015,Technology,2015-03,47.12
9407,03/2015,Office Supplies,2015-03,211.96
9515,03/2015,Office Supplies,2015-03,23.2
9566,03/2015,Furniture,2015-03,7.36
9567,03/2015,Office Supplies,2015-03,104.79
9568,03/2015,Office Supplies,2015-03,1043.92
9660,03/2015,Office Supplies,2015-03,25.92
318,04/2015,Furniture,2015-04,53.424
319,04/2015,Technology,2015-04,8.16
320,04/2015,Technology,2015-04,1023.936
321,04/2015,Technology,2015-04,9.24
322,04/2015,Office Supplies,2015-04,479.04
341,04/2015,Office Supplies,2015-04,99.136
342,04/2015,Office Supplies,2015-04,1488.424
343,04/2015,Office Supplies,2015-04,8.652
344,04/2015,Technology,2015-04,23.832
404,04/2015,Office Supplies,2015-04,12.176
740,04/2015,Office Supplies,2015-04,50.96
741,04/2015,Office Supplies,2015-04,49.536
742,04/2015,Office Supplies,2015-04,41.9
885,04/2015,Furniture,2015-04,375.4575
1166,04/2015,Office Supplies,2015-04,83.976
1173,04/2015,Office Supplies,2015-04,482.34
1376,04/2015,Office Supplies,2015-04,2.96
1377,04/2015,Office Supplies,2015-04,2.624
1378,04/2015,Office Supplies,2015-04,23.36
1379,04/2015,Technology,2015-04,39.98
1380,04/2015,Office Supplies,2015-04,246.384
1381,04/2015,Office Supplies,2015-04,1799.97
1449,04/2015,Office Supplies,2015-04,12.462
1460,04/2015,Furniture,2015-04,75.792
1544,04/2015,Office Supplies,2015-04,49.96
1545,04/2015,Office Supplies,2015-04,12.96
1561,04/2015,Office Supplies,2015-04,70.12
1565,04/2015,Office Supplies,2015-04,35.952
1749,04/2015,Office Supplies,2015-04,2396.2656
1750,04/2015,Office Supplies,2015-04,131.136
1774,04/2015,Office Supplies,2015-04,57.584
1775,04/2015,Office Supplies,2015-04,9.568
1776,04/2015,Office Supplies,2015-04,39.072
1777,04/2015,Office Supplies,2015-04,35.91
1875,04/2015,Office Supplies,2015-04,179.95
2615,04/2015,Furniture,2015-04,1199.976
2616,04/2015,Office Supplies,2015-04,27.15
2714,04/2015,Technology,2015-04,1004.024
2716,04/2015,Technology,2015-04,9.68
2721,04/2015,Office Supplies,2015-04,28.35
2722,04/2015,Office Supplies,2015-04,55.98
2724,04/2015,Office Supplies,2015-04,1336.829
2725,04/2015,Office Supplies,2015-04,113.568
2743,04/2015,Furniture,2015-04,139.86
2891,04/2015,Furniture,2015-04,307.136
2892,04/2015,Office Supplies,2015-04,95.92
3406,04/2015,Furniture,2015-04,383.8
3407,04/2015,Furniture,2015-04,5.78
3408,04/2015,Office Supplies,2015-04,9.32
3409,04/2015,Furniture,2015-04,15.25
3533,04/2015,Technology,2015-04,196.752
3534,04/2015,Office Supplies,2015-04,56.56
3535,04/2015,Office Supplies,2015-04,32.7
3536,04/2015,Office Supplies,2015-04,866.4
3609,04/2015,Office Supplies,2015-04,28.4
3610,04/2015,Office Supplies,2015-04,287.92
3611,04/2015,Office Supplies,2015-04,69.99
3955,04/2015,Furniture,2015-04,6.672
3956,04/2015,Office Supplies,2015-04,189.588
4309,04/2015,Technology,2015-04,408.744
4310,04/2015,Furniture,2015-04,291.96
4311,04/2015,Office Supplies,2015-04,4.768
4312,04/2015,Office Supplies,2015-04,714.3
4313,04/2015,Technology,2015-04,4.812
4376,04/2015,Furniture,2015-04,247.8
4377,04/2015,Office Supplies,2015-04,1007.979
4378,04/2015,Furniture,2015-04,313.488
4422,04/2015,Office Supplies,2015-04,31.872
4570,04/2015,Furniture,2015-04,207.846
4845,04/2015,Office Supplies,2015-04,12.22
4948,04/2015,Office Supplies,2015-04,194.94
4996,04/2015,Office Supplies,2015-04,70.95
5005,04/2015,Technology,2015-04,91.36
5076,04/2015,Furniture,2015-04,242.94
5077,04/2015,Office Supplies,2015-04,22.05
5078,04/2015,Furniture,2015-04,2.91
5121,04/2015,Office Supplies,2015-04,59.52
5122,04/2015,Technology,2015-04,161.94
5123,04/2015,Office Supplies,2015-04,263.88
5124,04/2015,Office Supplies,2015-04,30.48
5654,04/2015,Office Supplies,2015-04,9.84
6375,04/2015,Furniture,2015-04,35.12
6376,04/2015,Office Supplies,2015-04,284.364
6440,04/2015,Furniture,2015-04,665.408
6569,04/2015,Office Supplies,2015-04,63.88
6570,04/2015,Furniture,2015-04,129.568
6571,04/2015,Office Supplies,2015-04,747.558
6572,04/2015,Technology,2015-04,8.928
6708,04/2015,Office Supplies,2015-04,103.92
6733,04/2015,Office Supplies,2015-04,899.91
6734,04/2015,Office Supplies,2015-04,51.312
6850,04/2015,Furniture,2015-04,23.56
7162,04/2015,Office Supplies,2015-04,1272.63
7163,04/2015,Office Supplies,2015-04,28.485
7164,04/2015,Office Supplies,2015-04,185.376
7165,04/2015,Office Supplies,2015-04,78.272
7197,04/2015,Office Supplies,2015-04,254.744
7198,04/2015,Office Supplies,2015-04,205.3328
7296,04/2015,Office Supplies,2015-04,4.788
7297,04/2015,Office Supplies,2015-04,55.48
7657,04/2015,Office Supplies,2015-04,340.92
7658,04/2015,Furniture,2015-04,222.666
7843,04/2015,Office Supplies,2015-04,703.968
7844,04/2015,Office Supplies,2015-04,92.52
7999,04/2015,Furniture,2015-04,62.65
8000,04/2015,Office Supplies,2015-04,94.85
8267,04/2015,Technology,2015-04,95.76
8452,04/2015,Technology,2015-04,40.2
8585,04/2015,Office Supplies,2015-04,14.7
8608,04/2015,Furniture,2015-04,704.25
8609,04/2015,Office Supplies,2015-04,9.09
8610,04/2015,Furniture,2015-04,5.96
8611,04/2015,Furniture,2015-04,159.98
8636,04/2015,Office Supplies,2015-04,29.6
8637,04/2015,Office Supplies,2015-04,514.165
8921,04/2015,Technology,2015-04,279.96
9075,04/2015,Office Supplies,2015-04,2735.952
9157,04/2015,Office Supplies,2015-04,7.992
9158,04/2015,Office Supplies,2015-04,63.984
9159,04/2015,Technology,2015-04,70.368
9290,04/2015,Office Supplies,2015-04,449.15
18,05/2015,Office Supplies,2015-05,11.07
68,05/2015,Office Supplies,2015-05,93.98
69,05/2015,Technology,2015-05,189.882
172,05/2015,Office Supplies,2015-05,105.42
173,05/2015,Office Supplies,2015-05,119.616
174,05/2015,Furniture,2015-05,255.76
181,05/2015,Office Supplies,2015-05,241.568
182,05/2015,Technology,2015-05,69.3
608,05/2015,Office Supplies,2015-05,22.62
609,05/2015,Office Supplies,2015-05,14.952
610,05/2015,Technology,2015-05,801.568
686,05/2015,Technology,2015-05,2.376
687,05/2015,Office Supplies,2015-05,32.792
688,05/2015,Office Supplies,2015-05,15.92
711,05/2015,Office Supplies,2015-05,2.74
747,05/2015,Furniture,2015-05,8.34
748,05/2015,Office Supplies,2015-05,46.74
769,05/2015,Furniture,2015-05,6354.95
921,05/2015,Office Supplies,2015-05,126.3
995,05/2015,Office Supplies,2015-05,38.04
996,05/2015,Technology,2015-05,7.152
1049,05/2015,Technology,2015-05,6.63
1050,05/2015,Technology,2015-05,5.88
1326,05/2015,Office Supplies,2015-05,2999.95
1356,05/2015,Office Supplies,2015-05,51.45
1357,05/2015,Office Supplies,2015-05,11.96
1611,05/2015,Furniture,2015-05,1126.02
1612,05/2015,Technology,2015-05,18.392
1613,05/2015,Technology,2015-05,129.568
1760,05/2015,Office Supplies,2015-05,14.112
1819,05/2015,Office Supplies,2015-05,210.98
1820,05/2015,Furniture,2015-05,55.176
1830,05/2015,Technology,2015-05,66.26
1887,05/2015,Office Supplies,2015-05,22.2
1888,05/2015,Office Supplies,2015-05,683.952
2130,05/2015,Office Supplies,2015-05,45.696
2131,05/2015,Office Supplies,2015-05,36.336
2132,05/2015,Furniture,2015-05,666.248
2516,05/2015,Office Supplies,2015-05,52.512
2704,05/2015,Office Supplies,2015-05,190.72
2752,05/2015,Furniture,2015-05,47.94
2761,05/2015,Office Supplies,2015-05,979.95
3006,05/2015,Office Supplies,2015-05,22.75
3079,05/2015,Office Supplies,2015-05,16.768
3201,05/2015,Furniture,2015-05,42.616
3202,05/2015,Office Supplies,2015-05,10.752
3217,05/2015,Technology,2015-05,152.94
3268,05/2015,Technology,2015-05,283.92
3269,05/2015,Technology,2015-05,468.9
3277,05/2015,Office Supplies,2015-05,380.864
3278,05/2015,Technology,2015-05,646.776
3279,05/2015,Office Supplies,2015-05,58.112
3280,05/2015,Office Supplies,2015-05,100.792
3281,05/2015,Office Supplies,2015-05,66.112
3791,05/2015,Office Supplies,2015-05,41.28
3879,05/2015,Office Supplies,2015-05,13.36
3880,05/2015,Office Supplies,2015-05,250.272
3885,05/2015,Office Supplies,2015-05,11.364
4143,05/2015,Office Supplies,2015-05,8.72
4212,05/2015,Office Supplies,2015-05,1121.568
4213,05/2015,Office Supplies,2015-05,34.504
4214,05/2015,Office Supplies,2015-05,10.824
4560,05/2015,Furniture,2015-05,1295.78
4647,05/2015,Office Supplies,2015-05,19.456
4656,05/2015,Office Supplies,2015-05,20.7
5355,05/2015,Furniture,2015-05,1335.68
5356,05/2015,Office Supplies,2015-05,32.4
5358,05/2015,Technology,2015-05,42.6
5359,05/2015,Office Supplies,2015-05,84.056
5360,05/2015,Office Supplies,2015-05,13
5378,05/2015,Office Supplies,2015-05,13.128
5379,05/2015,Office Supplies,2015-05,3.96
5430,05/2015,Furniture,2015-05,2.61
5437,05/2015,Furniture,2015-05,374.376
5438,05/2015,Office Supplies,2015-05,91.84
5439,05/2015,Furniture,2015-05,81.088
5572,05/2015,Office Supplies,2015-05,19.44
5573,05/2015,Office Supplies,2015-05,451.152
5574,05/2015,Office Supplies,2015-05,72.45
5575,05/2015,Technology,2015-05,13.96
5576,05/2015,Technology,2015-05,33.264
5676,05/2015,Technology,2015-05,14.85
5677,05/2015,Technology,2015-05,8.82
5751,05/2015,Furniture,2015-05,160.72
5865,05/2015,Office Supplies,2015-05,19.92
5866,05/2015,Office Supplies,2015-05,7.3
5867,05/2015,Furniture,2015-05,69.712
5877,05/2015,Office Supplies,2015-05,8.792
5878,05/2015,Office Supplies,2015-05,51.52
5879,05/2015,Office Supplies,2015-05,470.376
6020,05/2015,Office Supplies,2015-05,105.584
6457,05/2015,Technology,2015-05,31.152
6458,05/2015,Office Supplies,2015-05,6.783
6628,05/2015,Office Supplies,2015-05,406.368
6684,05/2015,Furniture,2015-05,70.98
6740,05/2015,Office Supplies,2015-05,294.93
6741,05/2015,Furniture,2015-05,84.784
6742,05/2015,Office Supplies,2015-05,20.736
6805,05/2015,Technology,2015-05,16.821
7011,05/2015,Office Supplies,2015-05,10.368
7012,05/2015,Office Supplies,2015-05,9.344
7013,05/2015,Office Supplies,2015-05,31.2
7569,05/2015,Office Supplies,2015-05,76.12
7570,05/2015,Office Supplies,2015-05,1199.976
7571,05/2015,Office Supplies,2015-05,445.96
7715,05/2015,Office Supplies,2015-05,327.76
7737,05/2015,Office Supplies,2015-05,11.632
7825,05/2015,Furniture,2015-05,143.982
7857,05/2015,Office Supplies,2015-05,494.376
7858,05/2015,Technology,2015-05,5.84
7859,05/2015,Office Supplies,2015-05,142.776
7860,05/2015,Office Supplies,2015-05,45.696
7978,05/2015,Technology,2015-05,7.218
